FILING_SEQ_NO,AGEGRP,SALARIES,INCOME_HP,Income_BP,TOTAL_INCOME_OS,Aggregate_Income,TI_special_rates,tax_TI_special_rates,GTI,TTI,pitax
325857500,0,1543727,0,0,3010,1393727,0,0,1546737,1393727,250412
321720041,0,361886,0,0,0,305868,0,0,361886,305868,604
269948269,0,0,0,0,788,0,0,0,788,0,0
320650499,0,0,208549,0,1091443,1289992,0,0,1299992,1289992,218358
270517475,0,980850,0,0,0,830850,0,0,980850,830850,93905
288884418,0,958229,0,0,0,804004,0,0,958229,804004,88375
319441144,0,0,0,0,0,0,0,0,0,0,0
289121665,0,849913,-119077,0,9650,580836,0,0,740486,580836,42402
290911734,0,2079526,0,0,117190,2016716,0,0,2196716,2016716,442915
337896870,0,0,170016,448500,0,436070,0,0,618516,436070,14015
290434757,0,902910,0,0,0,776800,0,0,902910,776800,82771
305259026,1,0,0,0,150000,150000,0,0,150000,150000,0
326648405,0,0,0,0,200604,199896,0,0,200604,199896,0
275050247,0,1967842,0,0,324715,2129557,0,0,2292557,2129557,477783
315970021,0,0,0,390200,3192,362248,0,0,393392,362248,6412
300493690,0,1495572,-163126,0,441745,1599701,0,0,1774191,1599701,314058
280165722,0,676298,0,0,0,546400,0,0,676298,546400,35308
311927789,0,0,0,0,0,0,0,0,0,0,0
277480309,0,845499,0,0,228883,924382,0,0,1074382,924382,113173
274938673,0,555366,-192968,0,0,300528,0,0,362398,300528,54
281333103,0,1475163,-6661,0,52589,1361091,0,0,1521091,1361091,240327
334224036,0,960000,0,0,66849,841849,0,0,1026849,841849,96171
318775978,0,0,0,0,30871,9822,0,0,30871,9822,0
283181095,0,552310,0,0,0,397682,0,0,552310,397682,10061
337171371,0,0,140000,256370,33420,270800,113036,22607,542826,383836,20278
309656091,0,3600000,0,1147917,13827,4581331,0,0,4761744,4581331,1235381
321433174,0,1525685,0,0,0,1351413,0,0,1525685,1351413,237337
286503172,0,0,210000,0,308267,250130,24970,3746,518267,275100,0
330674624,0,604425,0,0,0,543653,0,0,604425,543653,34743
293761517,0,1454814,-200000,0,10033,1104847,0,0,1264847,1104847,161148
277009811,0,819926,0,0,0,669926,0,0,819926,669926,60755
268977230,0,0,0,0,10003,0,0,0,10003,0,0
286566341,0,632889,0,0,5401,482889,560745,112149,1199035,1043634,139501
324342579,0,0,0,0,326,0,0,0,326,0,0
284337468,0,616520,0,0,194020,656876,0,0,810540,656876,58066
273595674,0,1531701,0,0,73189,1454890,0,0,1604890,1454890,269311
277419856,0,1133236,0,0,6080,964316,0,0,1139316,964316,121399
278835026,0,1236448,0,0,0,961448,0,0,1236448,961448,120808
325899979,0,274978,0,0,0,247110,0,0,274978,247110,0
338904944,1,0,0,695433,66864,726856,0,0,762297,726856,87932
337572362,0,0,0,549978,452,396582,0,0,550430,396582,9948
284033856,1,362340,0,0,0,362340,0,0,362340,362340,1271
332971781,0,0,0,0,225580,225580,0,0,225580,225580,0
301489000,0,2340092,-200000,0,19717,1987959,0,0,2159809,1987959,434029
275187719,1,0,0,452057,158035,485092,0,0,610092,485092,13914
298603998,0,529053,0,0,0,336044,0,0,529053,336044,3713
327381960,1,0,0,0,4918,0,0,0,4918,0,0
290401142,1,360404,0,0,91584,291988,0,0,451988,291988,0
298640866,0,0,0,375488,91147,311007,0,0,466635,311007,1134
315084155,1,1179268,0,0,612740,1632008,0,0,1792008,1632008,318890
310799075,0,0,0,439146,0,439146,0,0,439146,439146,14332
270735220,0,3502695,0,0,101805,3454500,0,0,3604500,3454500,887190
283636508,0,12180885,0,0,0,12180885,0,0,12180885,12180885,4121190
283946393,0,590883,0,0,0,440883,0,0,590883,440883,14511
313705456,0,0,0,0,266803,260851,0,0,266803,260851,0
281046526,1,0,0,0,1065793,876606,0,0,1065793,876606,98181
283647053,0,1399889,0,0,23695,1176778,0,0,1423584,1176778,183374
284966050,0,0,0,0,784,0,0,0,784,0,0
284317427,1,75399,0,0,438832,514231,0,0,514231,514231,23532
292004361,0,602666,0,0,109104,551770,0,0,711770,551770,36415
280752074,1,212877,0,0,659928,717619,0,0,872805,717619,65430
323603607,0,568146,0,135892,293766,992770,0,0,997804,992770,127261
309433980,0,0,0,821806,76351,789747,0,0,898157,789747,166782
291807558,0,1263082,0,0,0,1113082,0,0,1263082,1113082,163692
282654685,1,2303552,0,0,231956,2375508,0,0,2535508,2375508,548632
266410817,0,0,0,0,15000,9000,0,0,15000,9000,0
294501558,1,3189589,-14852,0,128593,3085207,0,0,3303330,3085207,767929
279601919,1,0,623549,0,167754,791303,0,0,791303,791303,80608
275638020,1,1048919,0,0,407639,1296558,0,0,1456558,1296558,215236
317797931,0,0,0,810623,0,688623,0,0,810623,688623,64606
306731625,0,0,0,5087555,33841,4936396,324482,59854,5445878,5260878,1406746
281312243,0,572593,0,0,85969,496930,0,0,658562,496930,20284
280248996,0,1366986,0,0,0,1366986,0,0,1366986,1366986,242149
290428801,0,792642,-77491,0,0,586218,0,0,715151,586218,43511
280685452,0,917794,0,0,21363,789157,0,0,939157,789157,85316
278010528,0,601538,0,0,6911,420543,0,0,608449,420543,12416
283577218,1,256200,0,0,145067,322980,248,37,401515,323228,0
316387198,0,480000,0,0,100662,545737,0,0,580662,545737,35172
327423408,0,0,0,0,93660,72760,0,0,93660,72760,0
275468391,0,1208156,-198700,0,10966,888634,0,0,1020422,888634,105809
274658316,0,2928862,-107613,0,34523,2675774,0,0,2855772,2675774,646564
290090070,0,1805131,194880,0,12242,1802253,0,0,2012253,1802253,376646
323630116,0,0,0,0,3,0,0,0,0,0,0
280889708,0,1396170,0,0,46060,1236173,0,0,1442230,1236173,201727
342451850,0,1093417,0,0,10372,939478,0,0,1103789,939478,116282
294245103,0,613914,0,0,23890,487804,0,0,637804,487804,19344
304918980,0,0,0,652765,0,330241,0,0,652765,330241,3115
333793084,0,0,0,0,6832,0,0,0,6832,0,0
285929114,0,678098,0,0,0,528098,0,0,678098,528098,31538
277194098,0,1100547,0,0,0,950547,0,0,1100547,950547,118563
338160568,1,333246,0,313880,3025,407143,0,0,524877,407143,5886
281629555,0,855389,0,0,0,683383,0,0,855389,683383,63527
271279458,1,0,220850,0,333157,550299,6723,1008,560730,557022,32000
286929694,0,690626,0,0,2110,526946,0,0,692736,526946,31301
281955240,0,808972,0,0,0,658972,0,0,808972,658972,58498
317241317,1,433092,0,241956,481528,996576,0,0,1156576,996576,122895
316375181,0,0,0,348822,0,325242,0,0,348822,325242,2743
303064559,0,0,0,0,375482,284024,0,0,375482,284024,1859
342851461,1,0,0,0,825767,824953,180588,36118,1006355,1005541,124741
316139849,0,0,63000,0,13060,49340,0,0,76060,49340,0
292793444,0,842080,0,0,0,711604,0,0,842080,711604,69340
323724931,0,0,0,380568,0,294069,0,0,380568,294069,0
334435523,0,0,0,299795,1987,223793,12651,1898,283371,236444,0
276337710,0,998228,0,0,0,848228,0,0,998228,848228,97485
302544028,0,1018135,0,0,0,857135,0,0,1018135,857135,99320
287500691,0,722094,0,0,66814,578836,0,0,788908,578836,41990
289159831,0,1007488,0,0,0,899835,0,0,1007488,899835,108116
289000972,0,1972883,-200000,0,0,1626261,0,0,1772883,1626261,322265
305955498,0,0,0,0,107429,104500,0,0,107429,104500,0
319995349,0,500052,0,0,1220,308317,0,0,501272,308317,857
271673799,0,1820158,5116,0,0,1675274,0,0,1825274,1675274,337410
285796408,0,830758,-121919,0,697,559193,0,0,709536,559193,37944
287980313,0,608692,0,0,1030,445300,0,0,609722,445300,14966
281627220,0,1032696,0,0,23602,889735,0,0,1056298,889735,106035
269659146,0,180000,0,0,35437,76881,0,0,215437,76881,0
340367156,0,0,0,0,0,0,0,0,0,0,0
300096844,0,621343,0,0,0,555333,0,0,621343,555333,37149
271123338,1,1247381,0,0,0,1097381,0,0,1247381,1097381,153691
336368755,0,96000,0,0,0,0,0,0,96000,0,0
311750379,0,753112,-125000,0,0,478112,0,0,628112,478112,18346
296259537,0,0,0,0,0,0,0,0,0,0,0
267283215,0,0,0,0,640,0,0,0,640,0,0
280996417,0,4355873,0,0,0,4105508,0,0,4285508,4105508,1088352
340446580,0,203724,0,0,111250,314974,0,0,314974,314974,1542
281483562,1,796239,0,0,8375,654614,0,0,804614,654614,52450
283764117,0,0,0,0,0,0,0,0,0,0,0
272678288,0,813624,0,0,0,608542,0,0,813624,608542,48110
294035132,0,0,0,401658,0,401658,0,0,401658,401658,10471
299605217,0,0,0,521872,17072,941995,0,0,1092984,941995,116801
291678720,0,622408,0,0,9075,476963,0,0,631483,476963,18227
268488007,0,974733,0,0,8083,812006,0,0,982816,812006,90023
277020475,0,0,0,0,10346,0,0,0,10346,0,0
345322997,1,0,0,0,241342,241342,0,0,241342,241342,0
276108877,0,2283837,0,0,0,2167259,0,0,2283837,2167259,489433
320514702,0,600530,0,0,181878,622408,0,0,782408,622408,50966
312950352,0,0,0,0,141711,0,25450,3818,167161,0,3932
283703066,0,1257706,-213147,0,0,882547,0,0,1044559,882547,104555
314396010,0,0,0,768337,0,724328,0,0,768337,724328,71962
279125440,0,887016,0,0,1112,714330,0,0,888128,714330,69902
331375389,0,0,25200,142142,156640,318043,0,0,323982,318043,5777
309821497,0,0,0,335840,32221,322917,0,0,368061,322917,2360
324530153,0,209158,0,0,2206,211364,0,0,211364,211364,0
295299438,0,0,0,1193270,0,1193270,0,0,1193270,1193270,188470
317944860,0,0,0,417669,2139,309812,0,0,419808,309812,1011
321415489,0,0,0,394969,0,364198,0,0,394969,364198,6612
329590868,0,0,0,0,920,0,0,0,920,0,0
283675033,0,1139690,0,0,0,988200,0,0,1139690,988200,126319
293817113,0,780587,0,0,57166,673107,0,0,837753,673107,61410
291268097,0,1083108,0,0,0,799372,0,0,1083108,799372,87421
273300600,0,784974,0,0,0,678362,0,0,784974,678362,62493
334630978,0,480600,-76922,0,857,354900,0,0,404535,354900,5655
274472204,0,3086424,0,0,513042,3439466,0,0,3599466,3439466,882545
295949132,0,0,0,495208,777,345985,0,0,495985,345985,4736
309932885,0,0,168000,1256000,643715,1907966,0,0,2067715,1907966,409311
309681830,0,0,0,0,1500,0,0,0,1500,0,0
344155063,0,411050,-102000,0,13839,229304,0,0,322889,229304,0
303780565,0,0,0,3182282,0,2282305,0,0,2432305,2282305,524982
281317725,0,753023,0,0,15814,618837,0,0,768837,618837,50230
289274885,0,678000,0,0,584,617640,0,0,678584,617640,49984
286818210,0,909520,0,0,5886,630620,0,0,915406,630620,52658
271008204,0,1320203,0,0,16012,1186215,0,0,1336215,1186215,186290
315742270,0,0,0,0,0,0,0,0,0,0,0
332629192,1,0,0,511808,172280,524088,0,0,684088,524088,25562
307510289,1,988740,0,126075,453718,1310870,0,0,1568533,1310870,219659
299765123,0,585782,0,0,0,435782,0,0,585782,435782,13986
289086166,1,5156869,369939,0,782547,6121099,0,0,6309355,6121099,1706020
271017801,0,0,0,304542,0,301015,0,0,304542,301015,105
275418244,1,759860,-11036,0,0,598824,0,0,748824,598824,40958
325189811,1,0,690952,1599606,74587,2180145,0,0,2365145,2180145,524085
300423397,2,0,105000,1240536,121249,1310023,0,0,1466785,1310023,198797
294923503,0,328557,0,0,0,297249,0,0,328557,297249,0
328392418,0,0,0,0,91585,91585,0,0,91585,91585,0
285696601,0,510585,0,0,59580,451816,0,0,570165,451816,15637
281138725,1,58116,0,0,472154,530270,0,0,530270,530270,26836
296576412,0,0,0,0,2663,0,0,0,2663,0,0
299600118,0,0,0,285800,0,285800,0,0,285800,285800,0
299263624,0,437080,0,0,0,295278,0,0,437080,295278,0
276653271,0,1033644,0,0,0,823644,0,0,1033644,823644,92421
274565624,0,287877,0,0,50123,328000,0,0,338000,328000,2884
311322936,0,0,0,0,64518,54518,0,0,64518,54518,0
289253089,0,6841270,0,0,67687,6731721,0,0,6908957,6731721,1899852
316261954,0,0,0,0,538504,175358,0,0,341325,175358,0
290035435,0,1180800,640000,0,4088,1646670,0,0,1824888,1646670,339901
283051022,1,0,23100,262160,30552,305812,0,0,315812,305812,0
271480000,1,468812,0,0,100873,462391,0,0,569685,462391,11576
316347167,0,0,0,0,6480,0,0,0,6480,0,0
279428265,0,2557934,-106822,0,0,2253222,0,0,2451112,2253222,515996
288635536,0,1078181,-200000,0,13235,684562,0,0,891416,684562,63770
269912656,0,1650898,-129256,0,1500,1373142,0,0,1523142,1373142,244051
293235929,0,608038,0,0,0,457413,0,0,608038,457413,16214
293414290,0,0,0,0,0,0,0,0,0,0,0
285227536,0,1200082,0,0,0,1050082,0,0,1200082,1050082,144225
311179771,1,0,0,0,396266,386266,0,0,396266,386266,3735
334572868,0,0,0,0,31255,11036,0,0,31255,11036,0
312417787,0,1037376,-194139,0,0,668965,0,0,843237,668965,60557
280284526,0,1088877,-114241,0,0,824636,0,0,974636,824636,92625
298306648,0,1336959,0,0,1831,1291159,0,0,1338790,1291159,218718
342289812,0,623119,0,0,0,475453,0,0,623119,475453,18072
316004658,0,1117111,0,0,4500,967111,0,0,1121611,967111,121975
275780137,0,0,0,0,311875,264875,0,0,311875,264875,0
314332765,1,936756,80018,0,0,930756,0,0,1016774,930756,109336
303158119,0,938159,0,0,0,785159,0,0,938159,785159,84493
331627376,1,0,0,0,196272,193167,0,0,196272,193167,0
282669128,0,545744,-9000,0,42385,420280,0,0,579129,420280,12389
281627896,0,0,0,0,0,0,0,0,0,0,0
325352093,0,1508228,0,0,1283,1356310,0,0,1509511,1356310,238850
312382066,0,0,0,0,3460,3460,0,0,3460,3460,0
323306740,0,0,222195,0,89763,162347,0,0,311958,162347,0
282516868,1,351889,0,0,467566,646105,0,0,819455,646105,50698
306160698,0,0,0,167500,136740,304240,0,0,304240,304240,703
329498112,0,0,0,0,187705,87705,0,0,187705,87705,0
296984755,0,352477,0,0,0,308626,0,0,352477,308626,888
283082089,0,1061174,0,0,0,851174,0,0,1061174,851174,98092
279988469,0,851198,-164186,0,0,537012,0,0,687012,537012,33374
301168617,0,120449508,0,0,0,120249508,0,0,120449508,120249508,42523375
274555667,0,899280,0,0,73345,879526,0,0,972625,879526,103932
285657398,0,3618216,-200000,0,53389,3300079,0,0,3471605,3300079,839474
296832613,0,572981,0,0,870,456799,0,0,573851,456799,16150
280682930,0,573286,0,0,0,434674,0,0,573286,434674,13871
280489781,0,643224,-17774,0,0,475450,0,0,625450,475450,18071
269443841,0,0,44100,0,97291,133373,0,0,141391,133373,0
284706552,0,937657,-105722,0,0,680375,0,0,831935,680375,62907
286373942,0,829512,0,0,0,679512,0,0,829512,679512,62729
288879609,1,0,0,433696,15287,316051,0,0,448983,316051,0
274066948,0,1045005,0,0,0,806481,0,0,1045005,806481,88885
308842063,0,0,0,811495,452428,1089668,0,0,1263923,1089668,156457
289213075,1,481740,0,101586,2934,358326,87761,13164,674021,446087,14417
284806881,0,73231928,0,0,0,73031928,0,0,73231928,73031928,25744608
280325031,0,1197073,-63096,0,0,933977,0,0,1133977,933977,115149
321242551,0,320185,0,0,0,297085,0,0,320185,297085,0
275142842,0,2061877,-166055,0,74312,1795134,0,0,1970134,1795134,374446
309276554,0,0,0,1466390,22563,1125846,0,0,1288953,1125846,167636
337750495,0,0,0,0,0,0,0,0,0,0,0
328700747,0,835960,-200000,0,72346,553306,0,0,708306,553306,36731
337375659,0,0,0,0,291091,290349,0,0,291091,290349,0
297706366,0,728660,0,0,0,526635,0,0,728660,526635,31237
320231289,0,0,0,324957,12041,326998,0,0,336998,326998,2781
287420349,1,335692,0,0,175971,361663,0,0,511663,361663,1201
285219755,0,1389753,-2500,0,0,1237253,0,0,1387253,1237253,202061
330847164,1,0,5253,442043,1381,413193,0,0,448677,413193,6509
304277426,0,0,0,0,0,0,0,0,0,0,0
309997355,0,491628,0,0,1116,320698,0,0,492744,320698,2132
281515381,0,699616,0,0,53462,459442,0,0,753078,459442,16423
340135046,0,0,84000,0,233875,194053,0,0,317875,194053,0
341192675,0,593863,0,0,19160,481467,0,0,613023,481467,18691
297127750,0,644772,0,0,0,497893,0,0,644772,497893,20383
288929447,0,2375961,-200000,0,0,1974961,0,0,2175961,1974961,430013
338973613,0,0,0,254100,92664,310120,0,0,346764,310120,1042
270450070,1,284112,0,0,48100,332212,0,0,332212,332212,0
332682811,1,0,0,0,447,0,0,0,447,0,0
306393749,0,0,0,2042138,19807,1905168,0,0,2061945,1905168,428429
318045474,0,3671860,0,0,54582,2519176,0,0,2674941,2519176,598175
285523346,0,1569479,-86572,0,3143,1330734,0,0,1486050,1330734,230947
274528674,0,1322709,0,0,0,1222678,0,0,1322709,1222678,197558
290799214,0,1088977,0,0,0,938977,0,0,1088977,938977,116179
283224612,0,2655523,0,0,14962,2412490,0,0,2572490,2412490,565209
298038169,0,1155064,-200000,0,2245,811947,0,0,957309,811947,90011
328248889,0,0,0,845350,174199,786809,0,0,1019549,786809,84833
305713087,0,0,0,1478776,0,1190912,0,0,1340818,1190912,247997
279113450,0,0,0,70179,117801,85275,0,0,187980,85275,0
308659764,0,0,845152,2648745,60827,3394724,0,0,3554724,3394724,868720
322534945,0,154336,0,37700,1000,193036,0,0,193036,193036,0
280398368,1,399578,0,0,352982,602560,0,0,752560,602560,41727
273710702,0,293361,0,0,0,234473,0,0,293361,234473,0
299693438,0,567443,0,0,0,425423,0,0,567443,425423,12919
284857509,0,1782996,-10006,0,142520,1725611,0,0,1915510,1725611,352964
270983297,0,0,0,35198,0,35198,0,0,35198,35198,0
304487595,0,466981,0,0,0,385307,0,0,466981,385307,8787
327289874,1,126000,0,0,295476,307001,0,0,421476,307001,0
308393322,0,0,0,0,0,0,0,0,0,0,0
325159429,0,0,-2917,0,63110,20800,0,0,60193,20800,0
289094869,0,357000,0,668649,9497,861544,0,0,1035146,861544,100228
325558797,0,0,0,0,0,0,0,0,0,0,0
324228604,0,778639,-51824,0,0,576815,0,0,726815,576815,41574
285065722,0,1005082,0,0,16547,871629,0,0,1021629,871629,102306
295461164,0,0,0,294780,0,294780,0,0,294780,294780,0
278450228,0,1284160,0,0,41600,1158860,0,0,1325760,1158860,177838
303406965,0,0,0,569188,32850,452038,0,0,602038,452038,15660
329446793,0,0,0,490364,1165,404765,0,0,491529,404765,10791
287931942,0,1320010,0,0,0,613510,0,0,1320010,613510,49133
296467571,0,0,0,0,1209948,1051703,0,0,1209948,1051703,144726
300942167,0,1076136,0,0,4387,926136,0,0,1080523,926136,113534
334362728,0,0,0,424597,9074,274597,0,0,433671,274597,0
268812907,0,0,0,305122,0,305122,0,0,305122,305122,528
299955664,1,1228455,0,15300,29380,1104590,0,0,1273135,1104590,155918
273764613,0,52601766,0,0,0,52401766,0,0,52601766,52401766,18413680
340593293,0,0,0,500808,126049,475716,0,0,626857,475716,18099
288040718,1,791380,0,0,22875,814255,0,0,814255,814255,85337
311781074,0,703958,0,0,0,553958,0,0,703958,553958,36865
327388457,0,0,0,0,90900,66900,0,0,90900,66900,0
275444355,0,1095802,0,0,0,841846,0,0,1095802,841846,96170
300564076,0,350000,0,0,16171,295619,0,0,366171,295619,0
338673066,0,598889,0,0,0,446849,0,0,598889,446849,15125
272817448,0,1063197,0,0,632,858780,0,0,1063829,858780,99659
298369792,0,351066,0,0,0,288213,0,0,351066,288213,0
334425833,0,0,0,429411,12856,432267,0,0,442267,432267,27247
276504163,0,0,0,802948,3829,465420,0,0,638121,465420,17038
275223055,0,552575,0,0,5690,402575,0,0,558265,402575,10565
280345551,0,15782076,0,0,0,15519394,1359282,203892,17028676,16878676,5549040
304005897,0,276571,0,0,0,211849,0,0,276571,211849,0
313106400,0,0,0,0,0,0,0,0,0,0,0
342881960,0,0,0,0,312000,312000,0,0,312000,312000,1236
312275906,0,352663,0,0,789,345007,0,0,353452,345007,4636
289498307,0,2228848,-53245,0,0,2016237,0,0,2175603,2016237,442767
341727601,0,0,0,382836,7500,283636,0,0,390336,283636,0
308323517,0,0,105000,1033038,0,890113,0,0,1040113,890113,129104
287715337,0,660604,0,0,11935,508736,0,0,672539,508736,27550
280297638,0,1117760,0,0,0,954621,0,0,1117760,954621,119402
280683238,0,558904,0,0,3428,412332,0,0,562332,412332,11570
283201021,0,2407652,0,0,3294,1982667,0,0,2182745,1982667,432394
331392740,1,0,0,218400,33520,250487,0,0,251920,250487,0
278386578,0,518679,-82927,0,0,285752,0,0,435752,285752,0
305627673,0,840000,126000,0,335484,1167649,0,0,1301484,1167649,195046
290185397,0,1415258,-57799,0,116512,1291824,0,0,1473971,1291824,218924
282188675,0,589121,0,0,0,439121,0,0,589121,439121,14329
283765116,0,1060957,0,0,0,933103,0,0,1060957,933103,114969
274436042,0,0,0,0,0,0,0,0,0,0,0
335459164,0,0,0,361975,0,95125,7466,1120,146765,102591,0
332040007,1,0,0,1863997,27645,1731642,0,0,1891642,1731642,349677
319769875,0,0,0,668570,712,515063,0,0,669282,515063,28853
348161116,0,0,0,0,0,0,0,0,0,0,0
274686655,0,385800,0,0,0,298600,0,0,385800,298600,0
287830864,0,0,134400,2991020,17925,2960530,0,0,3143345,2960530,734554
316413529,1,220800,0,0,173749,241164,0,0,394549,241164,0
330072162,0,966000,0,0,366874,1172874,0,0,1332874,1172874,182168
281060536,0,491428,0,0,0,341428,0,0,491428,341428,4267
316332450,0,0,0,0,1249,0,0,0,1249,0,0
275045853,0,0,107100,0,492330,499430,0,0,599430,499430,20541
329920860,0,461900,0,0,115574,470474,0,0,577474,470474,17559
278916581,0,1471793,-68815,0,0,1252978,0,0,1402978,1252978,206920
269661548,0,1330012,-200000,0,0,965993,0,0,1130012,965993,121745
308276232,0,0,0,1743750,280895,1864645,0,0,2024645,1864645,395925
277815850,0,1517167,0,0,0,1363267,0,0,1517167,1363267,241000
270297764,0,370234,0,0,0,227722,0,0,370234,227722,0
283154971,0,418208,0,0,2301,329195,0,0,420509,329195,3007
292688251,1,0,0,0,0,0,0,0,0,0,0
276768838,1,661508,0,0,1302395,1787317,0,0,1963903,1787317,366881
296282891,0,1965513,0,0,0,1790513,0,0,1965513,1790513,373019
295408095,0,1471481,0,0,0,1319871,0,0,1471481,1319871,227590
278923214,1,2062467,0,0,92460,2004927,0,0,2154927,2004927,434122
273376718,0,1033357,0,0,0,863943,0,0,1033357,863943,100722
274062792,0,1341127,-84942,0,0,1106065,0,0,1256185,1106065,161524
282424848,0,1044932,-110327,0,0,784605,0,0,934605,784605,84379
282951987,0,170400,0,0,50733,221133,0,0,221133,221133,0
274598605,0,635694,0,0,0,410594,0,0,635694,410594,11391
285270603,0,1200000,0,0,101767,1101168,0,0,1301767,1101168,164697
270357240,0,1268176,0,0,0,1065176,0,0,1268176,1065176,148889
338007351,0,0,0,0,20932,0,0,0,20932,0,0
291226074,0,293527,0,0,0,250394,0,0,293527,250394,0
300399433,0,488686,0,0,772,339458,0,0,489458,339458,4064
278446779,1,649308,0,0,168127,657435,0,0,817435,657435,53032
328335115,0,0,0,0,440,0,0,0,440,0,0
293847278,0,495027,0,0,0,349167,0,0,495027,349167,5064
282804026,0,0,0,0,424088,255458,21918,3288,446006,277376,0
328079371,0,0,-7815,0,38780,0,0,0,30965,0,0
313125130,0,280000,0,0,400,280000,0,0,280400,280000,0
279890124,0,3920855,0,0,269137,3957555,22000,3300,4211992,3979555,1046033
284766818,0,879448,0,0,51805,657515,0,0,849189,657515,58198
267847541,1,0,0,0,3502,0,0,0,3502,0,0
318666072,0,192000,0,0,2515,158852,0,0,194515,158852,0
287092713,0,822302,0,0,19616,679218,0,0,841918,679218,62669
312156998,0,0,0,522380,16629,380288,19714,2957,529921,400002,11315
285753406,0,0,0,0,0,0,0,0,0,0,0
326131955,0,706993,0,0,0,556993,0,0,706993,556993,37491
275254819,0,914868,0,0,0,764868,0,0,914868,764868,80313
342299243,0,535392,0,0,0,417553,0,0,535392,417553,12108
276387379,1,489620,0,0,235832,543599,12367,1855,737819,555966,31492
291499711,0,4200000,0,0,176287,4216287,0,0,4376287,4216287,1133913
309455337,0,0,0,0,0,0,0,0,0,0,0
298040914,0,175920,0,0,0,175700,0,0,175920,175700,0
322974817,0,1678913,0,0,40050,1568963,0,0,1718963,1568963,304560
314314649,0,0,0,0,5442,5442,0,0,5442,5442,0
307414387,0,0,0,1352744,2947,1038615,0,0,1178957,1038615,140682
332231482,0,417675,0,2218759,10594,2350830,0,0,2509523,2350830,604156
306960646,0,0,0,0,0,0,0,0,0,0,0
325067919,0,688183,0,166159,8574,550294,0,0,708868,550294,36111
290113538,0,2472879,0,0,11974,2304853,0,0,2484853,2304853,531950
285765466,0,0,0,218791,0,218791,0,0,218791,218791,0
294035792,0,1089801,0,0,0,855017,0,0,1089801,855017,98884
283122862,0,632325,0,0,11813,484138,0,0,644138,484138,18966
285507536,0,591281,0,0,0,517395,0,0,591281,517395,29333
303264063,0,0,0,1091279,738,993442,0,0,1092017,993442,127399
271434078,0,172000,0,0,162000,297000,0,0,334000,297000,0
305110676,0,0,0,1419677,23959,1371019,0,0,1443636,1371019,243395
297405692,0,177014,0,0,172685,341761,0,0,349699,341761,4301
294351351,0,1127153,0,0,0,862749,0,0,1012999,862749,105626
334008950,1,0,0,0,82204,0,0,0,82204,0,0
323558621,0,288000,0,0,10000,298000,0,0,298000,298000,0
291052884,1,378064,0,0,370949,625993,0,0,749013,625993,46555
290471076,0,50465460,0,0,0,50265460,0,0,50465460,50265460,17654544
279217594,0,2197996,-53715,0,0,1994281,0,0,2144281,1994281,435983
322935723,1,0,0,0,0,0,0,0,0,0,0
295206710,0,645941,0,0,2400,497096,0,0,648341,497096,20301
337517136,1,0,0,555028,0,405028,0,0,555028,405028,5668
270327328,0,457542,0,0,0,307542,0,0,457542,307542,777
306031186,0,242242746,0,0,0,242042746,0,0,242242746,242042746,85802602
281106530,0,462290,0,0,0,312290,0,0,462290,312290,1266
293298337,0,0,0,0,0,0,0,0,0,0,0
340105732,0,504424,0,0,0,354424,0,0,504424,354424,5606
289142339,0,0,0,364546,15148,369694,0,0,379694,369694,19507
278871867,0,996953,0,0,3947,802817,0,0,1000900,802817,88130
278964131,0,851228,0,0,0,715366,0,0,851228,715366,70115
334726523,0,237600,0,0,125000,337600,0,0,362600,337600,3873
302842775,0,524228,0,0,0,324228,0,0,524228,324228,2495
293281032,0,1097927,-6710,0,0,941217,0,0,1091217,941217,116641
270838081,0,0,0,0,1003707,850591,0,0,1003707,850591,97972
275569216,0,1479211,-166835,0,0,1062376,0,0,1312376,1062376,148024
291537132,0,0,0,0,0,0,0,0,0,0,0
322781212,0,0,0,631529,300975,733372,56166,11233,988670,789538,85395
276894919,0,346580,0,0,0,295102,0,0,346580,295102,0
311385057,0,381443,0,0,0,321893,0,0,381443,321893,2255
297822434,0,736950,0,0,0,586950,0,0,736950,586950,43662
293975989,0,943500,0,0,30594,909094,0,0,974094,909094,110023
300206686,0,236688,0,0,0,236688,0,0,236688,236688,0
315903899,0,627659,0,0,0,477659,0,0,627659,477659,18299
329049954,0,0,0,0,0,0,0,0,0,0,0
276793072,0,1668493,11926,0,255026,1763575,0,0,1935445,1763575,364695
285875934,0,1879917,-24000,0,52326,1757917,0,0,1908243,1757917,362946
285343557,0,354164,0,0,0,314204,0,0,354164,314204,1463
318796604,0,359972,0,0,0,288552,0,0,359972,288552,0
290668413,0,857280,0,0,0,707280,0,0,857280,707280,68450
289584593,0,480244,0,0,500,413126,0,0,480744,413126,11652
274881765,0,0,0,295105,104,295209,0,0,295209,295209,0
276545220,0,108000,0,0,139024,244591,0,0,247024,244591,0
300036193,0,0,0,861624,0,736624,0,0,861624,736624,74495
304485545,0,0,0,384195,174302,402975,0,0,558497,402975,10606
332122862,0,0,0,0,353893,299652,0,0,353893,299652,0
276404318,1,0,0,0,240145,196830,0,0,240145,196830,0
338290997,0,0,0,461252,1849,311252,0,0,463101,311252,7468
335417293,0,0,0,0,26299,0,0,0,26299,0,0
